Date,Rented Bike Count,Hour,Temperature(øC),Humidity(%),Visibility (10m),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
29/01/2018,50,5,-10.4,47,1921,0,0,Winter,No Holiday,Yes
29/01/2018,94,6,-10.9,43,1967,0,0,Winter,No Holiday,Yes
29/01/2018,231,7,-11.1,37,2000,0,0,Winter,No Holiday,Yes
29/01/2018,450,8,-11.5,38,1998,0,0,Winter,No Holiday,Yes
29/01/2018,217,9,-10.8,34,1975,0,0,Winter,No Holiday,Yes
29/01/2018,135,10,-9.5,28,1893,0,0,Winter,No Holiday,Yes
29/01/2018,166,11,-8.1,24,1761,0,0,Winter,No Holiday,Yes
29/01/2018,186,12,-7.3,23,1903,0,0,Winter,No Holiday,Yes
29/01/2018,166,13,-6.9,23,1963,0,0,Winter,No Holiday,Yes
29/01/2018,168,14,-5.7,23,1956,0,0,Winter,No Holiday,Yes
29/01/2018,177,15,-5.2,27,1927,0,0,Winter,No Holiday,Yes
29/01/2018,195,16,-5.5,28,1926,0,0,Winter,No Holiday,Yes
29/01/2018,239,17,-5.7,30,1978,0,0,Winter,No Holiday,Yes
29/01/2018,438,18,-6.6,34,2000,0,0,Winter,No Holiday,Yes
29/01/2018,282,19,-7.1,40,2000,0,0,Winter,No Holiday,Yes
29/01/2018,197,20,-7.4,41,2000,0,0,Winter,No Holiday,Yes
29/01/2018,182,21,-7.7,42,1905,0,0,Winter,No Holiday,Yes
29/01/2018,172,22,-8.8,40,1985,0,0,Winter,No Holiday,Yes
29/01/2018,99,23,-9.4,41,2000,0,0,Winter,No Holiday,Yes
30/01/2018,108,0,-10,34,2000,0,0,Winter,No Holiday,Yes
30/01/2018,129,1,-10.4,37,2000,0,0,Winter,No Holiday,Yes
30/01/2018,84,2,-10.6,40,2000,0,0,Winter,No Holiday,Yes
30/01/2018,54,3,-10.7,42,2000,0,0,Winter,No Holiday,Yes
30/01/2018,33,4,-11.1,50,1986,0,0,Winter,No Holiday,Yes
30/01/2018,47,5,-11.3,53,1979,0,0,Winter,No Holiday,Yes
30/01/2018,94,6,-11.2,53,2000,0,0,Winter,No Holiday,Yes
30/01/2018,214,7,-11.3,57,1984,0,0,Winter,No Holiday,Yes
30/01/2018,491,8,-11.1,61,1963,0,0,Winter,No Holiday,Yes
30/01/2018,254,9,-9.9,49,1624,0,0,Winter,No Holiday,Yes
30/01/2018,170,10,-7.5,42,1705,0,0,Winter,No Holiday,Yes
30/01/2018,220,11,-4.5,29,1912,0,0,Winter,No Holiday,Yes
30/01/2018,253,12,-3.2,32,1900,0,0,Winter,No Holiday,Yes
30/01/2018,225,13,-1.3,35,1893,0,0,Winter,No Holiday,Yes
30/01/2018,238,14,-1.1,46,1437,0,0,Winter,No Holiday,Yes
30/01/2018,173,15,-1.6,55,1891,0,0,Winter,No Holiday,Yes
30/01/2018,94,16,-2.2,76,233,0,0,Winter,No Holiday,Yes
30/01/2018,53,17,-2.4,85,174,0,0.6,Winter,No Holiday,Yes
30/01/2018,100,18,-2.3,91,202,1.4,2,Winter,No Holiday,Yes
30/01/2018,59,19,-1.7,91,167,0,3,Winter,No Holiday,Yes
30/01/2018,72,20,-1.5,91,270,0,3.3,Winter,No Holiday,Yes
30/01/2018,60,21,-1.6,91,508,1.5,3.5,Winter,No Holiday,Yes
30/01/2018,73,22,-1.7,85,1006,0,3.5,Winter,No Holiday,Yes
30/01/2018,62,23,-1.7,83,1093,0,3.5,Winter,No Holiday,Yes
31/01/2018,69,0,-1.7,83,1113,0,3.5,Winter,No Holiday,Yes
31/01/2018,96,1,-1.6,81,1141,0,3.5,Winter,No Holiday,Yes
31/01/2018,60,2,-1.6,80,1097,0,3.5,Winter,No Holiday,Yes
31/01/2018,47,3,-2.2,83,977,0,3.5,Winter,No Holiday,Yes
31/01/2018,34,4,-2.4,82,877,0,3.5,Winter,No Holiday,Yes
31/01/2018,34,5,-2.8,83,946,0,3.5,Winter,No Holiday,Yes
31/01/2018,63,6,-3.1,80,1215,0,3.5,Winter,No Holiday,Yes
31/01/2018,124,7,-3.5,83,953,0,3.5,Winter,No Holiday,Yes
31/01/2018,273,8,-3.6,83,915,0,3.5,Winter,No Holiday,Yes
31/01/2018,137,9,-3.3,77,916,0,3.4,Winter,No Holiday,Yes
31/01/2018,102,10,-2.3,63,1286,0,3.2,Winter,No Holiday,Yes
31/01/2018,144,11,-1.5,46,1906,0,3,Winter,No Holiday,Yes
31/01/2018,160,12,-1,35,1921,0,3,Winter,No Holiday,Yes
31/01/2018,171,13,-0.8,39,1853,0,2.8,Winter,No Holiday,Yes
31/01/2018,156,14,-0.7,33,1984,0,2.5,Winter,No Holiday,Yes
31/01/2018,214,15,-0.5,30,1997,0,2.2,Winter,No Holiday,Yes
31/01/2018,216,16,-0.1,29,2000,0,1.8,Winter,No Holiday,Yes
31/01/2018,279,17,-0.9,34,2000,0,1.8,Winter,No Holiday,Yes
31/01/2018,403,18,-1.8,35,2000,0,1.6,Winter,No Holiday,Yes
31/01/2018,270,19,-2.2,36,2000,0,1.6,Winter,No Holiday,Yes
31/01/2018,229,20,-2.6,36,2000,0,1.6,Winter,No Holiday,Yes
31/01/2018,229,21,-3.4,40,2000,0,1.6,Winter,No Holiday,Yes
31/01/2018,188,22,-4.2,48,2000,0,1.6,Winter,No Holiday,Yes
31/01/2018,132,23,-4.7,53,2000,0,1.6,Winter,No Holiday,Yes
01/02/2018,122,0,-5.2,56,1996,0,1.6,Winter,No Holiday,Yes
01/02/2018,149,1,-5.4,54,1996,0,1.6,Winter,No Holiday,Yes
01/02/2018,103,2,-5.5,53,1980,0,1.6,Winter,No Holiday,Yes
01/02/2018,81,3,-6.2,57,1874,0,1.6,Winter,No Holiday,Yes
01/02/2018,37,4,-7.1,56,1841,0,1.6,Winter,No Holiday,Yes
01/02/2018,51,5,-7.8,65,1737,0,1.6,Winter,No Holiday,Yes
01/02/2018,95,6,-8.1,59,1915,0,1.6,Winter,No Holiday,Yes
01/02/2018,244,7,-8.7,64,1972,0,1.6,Winter,No Holiday,Yes
01/02/2018,459,8,-8.6,59,1948,0,1.6,Winter,No Holiday,Yes
01/02/2018,259,9,-7.9,50,1805,0,1.6,Winter,No Holiday,Yes
01/02/2018,168,10,-5,41,1799,0,1.5,Winter,No Holiday,Yes
01/02/2018,194,11,-2.6,33,1830,0,1.4,Winter,No Holiday,Yes
01/02/2018,240,12,-1.1,31,1869,0,1.3,Winter,No Holiday,Yes
01/02/2018,233,13,0.3,28,1988,0,1,Winter,No Holiday,Yes
01/02/2018,256,14,0.8,23,2000,0,0.5,Winter,No Holiday,Yes
01/02/2018,293,15,0.7,25,1987,0,0,Winter,No Holiday,Yes
01/02/2018,268,16,1.1,26,1957,0,0,Winter,No Holiday,Yes
01/02/2018,341,17,0.3,26,1977,0,0,Winter,No Holiday,Yes
01/02/2018,542,18,-1,28,2000,0,0,Winter,No Holiday,Yes
01/02/2018,344,19,-1.8,32,2000,0,0,Winter,No Holiday,Yes
01/02/2018,263,20,-2.4,36,2000,0,0,Winter,No Holiday,Yes
01/02/2018,257,21,-3.2,47,1917,0,0,Winter,No Holiday,Yes
01/02/2018,235,22,-3.9,52,1871,0,0,Winter,No Holiday,Yes
01/02/2018,143,23,-4.5,55,1908,0,0,Winter,No Holiday,Yes
02/02/2018,138,0,-4.9,56,1982,0,0,Winter,No Holiday,Yes
02/02/2018,159,1,-5.2,56,1973,0,0,Winter,No Holiday,Yes
02/02/2018,102,2,-5.7,59,1951,0,0,Winter,No Holiday,Yes
02/02/2018,65,3,-6.3,63,1425,0,0,Winter,No Holiday,Yes
02/02/2018,47,4,-6.7,65,1705,0,0,Winter,No Holiday,Yes
02/02/2018,48,5,-6.8,61,1724,0,0,Winter,No Holiday,Yes
02/02/2018,115,6,-7,62,1830,0,0,Winter,No Holiday,Yes
02/02/2018,267,7,-7.4,62,1909,0,0,Winter,No Holiday,Yes
02/02/2018,558,8,-7.4,58,1882,0,0,Winter,No Holiday,Yes
02/02/2018,280,9,-6.5,54,1541,0,0,Winter,No Holiday,Yes
02/02/2018,187,10,-4.1,43,1187,0,0,Winter,No Holiday,Yes
02/02/2018,234,11,-1.4,37,1317,0,0,Winter,No Holiday,Yes
02/02/2018,303,12,0.9,37,1283,0,0,Winter,No Holiday,Yes
02/02/2018,294,13,1.6,29,1662,0,0,Winter,No Holiday,Yes
02/02/2018,293,14,3.2,26,1499,0,0,Winter,No Holiday,Yes
02/02/2018,310,15,3.6,26,1687,0,0,Winter,No Holiday,Yes
02/02/2018,330,16,2.9,26,1968,0,0,Winter,No Holiday,Yes
02/02/2018,382,17,2,25,1998,0,0,Winter,No Holiday,Yes
02/02/2018,592,18,0.5,37,1733,0,0,Winter,No Holiday,Yes
02/02/2018,379,19,-0.5,43,1666,0,0,Winter,No Holiday,Yes
02/02/2018,241,20,-1.3,51,1481,0,0,Winter,No Holiday,Yes
02/02/2018,225,21,-2,61,1655,0,0,Winter,No Holiday,Yes
02/02/2018,227,22,-2.4,63,1523,0,0,Winter,No Holiday,Yes
02/02/2018,178,23,-2.6,69,1434,0,0,Winter,No Holiday,Yes
03/02/2018,182,0,-2.5,69,1366,0,0,Winter,No Holiday,Yes
03/02/2018,184,1,-2.3,71,1078,0,0,Winter,No Holiday,Yes
03/02/2018,123,2,-3.4,82,184,0,0,Winter,No Holiday,Yes
03/02/2018,60,3,-4.4,80,346,0.1,0.1,Winter,No Holiday,Yes
03/02/2018,35,4,-5.6,74,387,0,0.2,Winter,No Holiday,Yes
03/02/2018,31,5,-6.3,65,1521,0,0.3,Winter,No Holiday,Yes
03/02/2018,33,6,-7.8,57,1867,0.4,0.3,Winter,No Holiday,Yes
03/02/2018,67,7,-8.8,58,1942,0,0.3,Winter,No Holiday,Yes
03/02/2018,116,8,-9.5,56,1979,0,0.3,Winter,No Holiday,Yes
03/02/2018,168,9,-9.4,47,1995,0,0.3,Winter,No Holiday,Yes
03/02/2018,144,10,-8.5,43,1797,0,0.2,Winter,No Holiday,Yes
03/02/2018,195,11,-7.7,41,1984,0,0.2,Winter,No Holiday,Yes
03/02/2018,192,12,-6,38,1930,0,0,Winter,No Holiday,Yes
03/02/2018,229,13,-5.8,38,1961,0,0,Winter,No Holiday,Yes
03/02/2018,196,14,-5,31,2000,0,0,Winter,No Holiday,Yes
03/02/2018,210,15,-4.5,31,1979,0,0,Winter,No Holiday,Yes
03/02/2018,205,16,-4.2,31,1974,0,0,Winter,No Holiday,Yes
03/02/2018,211,17,-5.6,32,2000,0,0,Winter,No Holiday,Yes
03/02/2018,175,18,-6.6,36,2000,0,0,Winter,No Holiday,Yes
03/02/2018,135,19,-7.6,32,2000,0,0,Winter,No Holiday,Yes
03/02/2018,109,20,-8.5,31,2000,0,0,Winter,No Holiday,Yes
03/02/2018,107,21,-9.1,38,2000,0,0,Winter,No Holiday,Yes
03/02/2018,92,22,-9.7,45,2000,0,0,Winter,No Holiday,Yes
03/02/2018,91,23,-10,48,2000,0,0,Winter,No Holiday,Yes
04/02/2018,98,0,-10.4,49,2000,0,0,Winter,No Holiday,Yes
04/02/2018,90,1,-10.5,48,2000,0,0,Winter,No Holiday,Yes
04/02/2018,60,2,-10.5,49,2000,0,0,Winter,No Holiday,Yes
04/02/2018,54,3,-10.6,47,2000,0,0,Winter,No Holiday,Yes
04/02/2018,35,4,-11.2,47,2000,0,0,Winter,No Holiday,Yes
04/02/2018,21,5,-11.5,51,1996,0,0,Winter,No Holiday,Yes
04/02/2018,23,6,-11.8,54,1917,0,0,Winter,No Holiday,Yes
04/02/2018,34,7,-12.4,54,1790,0,0,Winter,No Holiday,Yes
04/02/2018,70,8,-12.8,56,1507,0,0,Winter,No Holiday,Yes
04/02/2018,97,9,-12.4,51,1415,0,0,Winter,No Holiday,Yes
04/02/2018,103,10,-11.2,43,1359,0,0,Winter,No Holiday,Yes
04/02/2018,115,11,-9.7,37,1436,0,0,Winter,No Holiday,Yes
04/02/2018,165,12,-8.3,32,1295,0,0,Winter,No Holiday,Yes
04/02/2018,152,13,-8.3,34,1561,0,0,Winter,No Holiday,Yes
04/02/2018,177,14,-7.4,33,1713,0,0,Winter,No Holiday,Yes
04/02/2018,190,15,-6.4,30,1939,0,0,Winter,No Holiday,Yes
04/02/2018,181,16,-5.4,29,1979,0,0,Winter,No Holiday,Yes
04/02/2018,184,17,-5.9,27,1974,0,0,Winter,No Holiday,Yes
04/02/2018,154,18,-7,26,2000,0,0,Winter,No Holiday,Yes
04/02/2018,124,19,-7.7,31,2000,0,0,Winter,No Holiday,Yes
04/02/2018,98,20,-8.2,28,2000,0,0,Winter,No Holiday,Yes
04/02/2018,107,21,-8.9,35,2000,0,0,Winter,No Holiday,Yes
04/02/2018,78,22,-9.7,45,2000,0,0,Winter,No Holiday,Yes
04/02/2018,77,23,-10.3,48,2000,0,0,Winter,No Holiday,Yes
05/02/2018,82,0,-10.5,52,2000,0,0,Winter,No Holiday,Yes
05/02/2018,52,1,-11.2,54,2000,0,0,Winter,No Holiday,Yes
05/02/2018,39,2,-11.2,55,2000,0,0,Winter,No Holiday,Yes
05/02/2018,33,3,-11.3,54,2000,0,0,Winter,No Holiday,Yes
05/02/2018,20,4,-11.7,51,2000,0,0,Winter,No Holiday,Yes
05/02/2018,37,5,-11.6,45,2000,0,0,Winter,No Holiday,Yes
05/02/2018,110,6,-11.5,40,2000,0,0,Winter,No Holiday,Yes
05/02/2018,227,7,-11.6,44,2000,0,0,Winter,No Holiday,Yes
05/02/2018,433,8,-11.5,40,2000,0,0,Winter,No Holiday,Yes
05/02/2018,216,9,-11.1,38,1945,0,0,Winter,No Holiday,Yes
05/02/2018,123,10,-9.6,32,2000,0,0,Winter,No Holiday,Yes
05/02/2018,156,11,-8.5,27,1894,0,0,Winter,No Holiday,Yes
05/02/2018,157,12,-7.8,28,2000,0,0,Winter,No Holiday,Yes
05/02/2018,169,13,-7,25,1999,0,0,Winter,No Holiday,Yes
05/02/2018,170,14,-6.4,24,1970,0,0,Winter,No Holiday,Yes
05/02/2018,169,15,-5.7,25,1995,0,0,Winter,No Holiday,Yes
05/02/2018,199,16,-5.4,25,1985,0,0,Winter,No Holiday,Yes
05/02/2018,225,17,-6.4,28,2000,0,0,Winter,No Holiday,Yes
05/02/2018,388,18,-7.6,29,2000,0,0,Winter,No Holiday,Yes
05/02/2018,246,19,-8.3,29,2000,0,0,Winter,No Holiday,Yes
05/02/2018,206,20,-9.1,35,2000,0,0,Winter,No Holiday,Yes
05/02/2018,177,21,-9.8,41,1949,0,0,Winter,No Holiday,Yes
05/02/2018,183,22,-10.3,43,1876,0,0,Winter,No Holiday,Yes
05/02/2018,115,23,-10.5,47,1794,0,0,Winter,No Holiday,Yes
06/02/2018,126,0,-10.6,47,1803,0,0,Winter,No Holiday,Yes
06/02/2018,87,1,-10.9,36,2000,0,0,Winter,No Holiday,Yes
06/02/2018,59,2,-11.2,36,1981,0,0,Winter,No Holiday,Yes
06/02/2018,36,3,-11.6,35,1992,0,0,Winter,No Holiday,Yes
06/02/2018,32,4,-12,36,1998,0,0,Winter,No Holiday,Yes
06/02/2018,40,5,-12.3,37,2000,0,0,Winter,No Holiday,Yes
06/02/2018,94,6,-12.5,40,1991,0,0,Winter,No Holiday,Yes
06/02/2018,213,7,-12.7,41,1982,0,0,Winter,No Holiday,Yes
06/02/2018,438,8,-12.7,41,2000,0,0,Winter,No Holiday,Yes
06/02/2018,217,9,-12.3,39,1984,0,0,Winter,No Holiday,Yes
06/02/2018,128,10,-11.3,35,1848,0,0,Winter,No Holiday,Yes
06/02/2018,175,11,-9.9,32,1863,0,0,Winter,No Holiday,Yes
06/02/2018,172,12,-8.2,31,1858,0,0,Winter,No Holiday,Yes
06/02/2018,165,13,-7.5,28,1904,0,0,Winter,No Holiday,Yes
06/02/2018,147,14,-7,26,1986,0,0,Winter,No Holiday,Yes
06/02/2018,171,15,-5.9,25,1936,0,0,Winter,No Holiday,Yes
06/02/2018,175,16,-5.9,24,2000,0,0,Winter,No Holiday,Yes
06/02/2018,227,17,-6.6,29,2000,0,0,Winter,No Holiday,Yes
06/02/2018,392,18,-7.6,36,2000,0,0,Winter,No Holiday,Yes
06/02/2018,251,19,-8.4,37,2000,0,0,Winter,No Holiday,Yes
06/02/2018,193,20,-9.6,34,2000,0,0,Winter,No Holiday,Yes
06/02/2018,175,21,-10.6,39,2000,0,0,Winter,No Holiday,Yes
06/02/2018,169,22,-11.1,43,1960,0,0,Winter,No Holiday,Yes
06/02/2018,106,23,-11.8,46,1860,0,0,Winter,No Holiday,Yes
07/02/2018,116,0,-12.3,47,1848,0,0,Winter,No Holiday,Yes
07/02/2018,96,1,-12.3,47,1837,0,0,Winter,No Holiday,Yes
07/02/2018,83,2,-12.5,50,1722,0,0,Winter,No Holiday,Yes
07/02/2018,51,3,-12.5,49,1885,0,0,Winter,No Holiday,Yes
07/02/2018,34,4,-13.1,54,1369,0,0,Winter,No Holiday,Yes
07/02/2018,45,5,-13,53,1810,0,0,Winter,No Holiday,Yes
07/02/2018,92,6,-13.2,50,1873,0,0,Winter,No Holiday,Yes
07/02/2018,214,7,-13.2,56,1665,0,0,Winter,No Holiday,Yes
07/02/2018,469,8,-13.3,60,1598,0,0,Winter,No Holiday,Yes
07/02/2018,237,9,-12,50,1523,0,0,Winter,No Holiday,Yes
07/02/2018,155,10,-9.6,39,1580,0,0,Winter,No Holiday,Yes
07/02/2018,176,11,-7,28,1829,0,0,Winter,No Holiday,Yes
07/02/2018,188,12,-6,24,1964,0,0,Winter,No Holiday,Yes
07/02/2018,228,13,-4.5,23,1937,0,0,Winter,No Holiday,Yes
07/02/2018,199,14,-3.5,20,1976,0,0,Winter,No Holiday,Yes
07/02/2018,221,15,-2.1,20,1961,0,0,Winter,No Holiday,Yes
07/02/2018,240,16,-1.7,18,1919,0,0,Winter,No Holiday,Yes
07/02/2018,320,17,-2.3,20,1994,0,0,Winter,No Holiday,Yes
07/02/2018,448,18,-4,27,2000,0,0,Winter,No Holiday,Yes
07/02/2018,280,19,-5.2,33,2000,0,0,Winter,No Holiday,Yes
07/02/2018,218,20,-5.8,44,1994,0,0,Winter,No Holiday,Yes
07/02/2018,223,21,-6.3,48,1965,0,0,Winter,No Holiday,Yes
07/02/2018,200,22,-6.8,50,1856,0,0,Winter,No Holiday,Yes
07/02/2018,164,23,-7.6,50,1839,0,0,Winter,No Holiday,Yes
08/02/2018,136,0,-8.2,50,1850,0,0,Winter,No Holiday,Yes
08/02/2018,126,1,-8.5,60,1908,0,0,Winter,No Holiday,Yes
08/02/2018,103,2,-8.3,65,1750,0,0,Winter,No Holiday,Yes
08/02/2018,57,3,-8.6,64,1754,0,0,Winter,No Holiday,Yes
08/02/2018,46,4,-9,54,1833,0,0,Winter,No Holiday,Yes
08/02/2018,39,5,-9,56,1678,0,0,Winter,No Holiday,Yes
08/02/2018,99,6,-9.3,61,1684,0,0,Winter,No Holiday,Yes
08/02/2018,255,7,-9.6,67,1503,0,0,Winter,No Holiday,Yes
08/02/2018,507,8,-9.7,65,1508,0,0,Winter,No Holiday,Yes
08/02/2018,270,9,-8.5,55,1482,0,0,Winter,No Holiday,Yes
08/02/2018,160,10,-6.3,46,1346,0,0,Winter,No Holiday,Yes
08/02/2018,217,11,-3.1,39,1495,0,0,Winter,No Holiday,Yes
08/02/2018,253,12,-1.5,35,1551,0,0,Winter,No Holiday,Yes
08/02/2018,270,13,0.3,30,1697,0,0,Winter,No Holiday,Yes
08/02/2018,253,14,0.9,25,1730,0,0,Winter,No Holiday,Yes
08/02/2018,286,15,1.4,25,1686,0,0,Winter,No Holiday,Yes
08/02/2018,284,16,2,25,1755,0,0,Winter,No Holiday,Yes
08/02/2018,337,17,1.5,24,1788,0,0,Winter,No Holiday,Yes
08/02/2018,564,18,-0.5,26,1999,0,0,Winter,No Holiday,Yes
08/02/2018,378,19,-1.8,35,1558,0,0,Winter,No Holiday,Yes
08/02/2018,277,20,-2.8,40,1593,0,0,Winter,No Holiday,Yes
08/02/2018,268,21,-3.3,42,1596,0,0,Winter,No Holiday,Yes
08/02/2018,233,22,-3.9,41,1462,0,0,Winter,No Holiday,Yes
08/02/2018,195,23,-4.3,44,1247,0,0,Winter,No Holiday,Yes
09/02/2018,178,0,-4.6,38,1551,0,0,Winter,No Holiday,Yes
09/02/2018,159,1,-4.8,44,1432,0,0,Winter,No Holiday,Yes
09/02/2018,107,2,-5.1,47,1460,0,0,Winter,No Holiday,Yes
09/02/2018,78,3,-5.2,48,1309,0,0,Winter,No Holiday,Yes
09/02/2018,46,4,-4.4,47,1343,0,0,Winter,No Holiday,Yes
09/02/2018,36,5,-4.2,44,1196,0,0,Winter,No Holiday,Yes
09/02/2018,117,6,-4,41,1242,0,0,Winter,No Holiday,Yes
09/02/2018,273,7,-3.6,42,1258,0,0,Winter,No Holiday,Yes
09/02/2018,589,8,-3.3,39,1279,0,0,Winter,No Holiday,Yes
09/02/2018,308,9,-2.4,36,1276,0,0,Winter,No Holiday,Yes
09/02/2018,199,10,-1.3,34,1192,0,0,Winter,No Holiday,Yes
09/02/2018,238,11,-0.2,31,1269,0,0,Winter,No Holiday,Yes
09/02/2018,260,12,1.6,28,1193,0,0,Winter,No Holiday,Yes
09/02/2018,268,13,2.6,27,1120,0,0,Winter,No Holiday,Yes
09/02/2018,283,14,4,25,1009,0,0,Winter,No Holiday,Yes
09/02/2018,315,15,5,24,1037,0,0,Winter,No Holiday,Yes
09/02/2018,319,16,6,28,1183,0,0,Winter,No Holiday,Yes
09/02/2018,422,17,4.8,38,1582,0,0,Winter,No Holiday,Yes
09/02/2018,659,18,4.1,40,1327,0,0,Winter,No Holiday,Yes
09/02/2018,407,19,3.3,58,1024,0,0,Winter,No Holiday,Yes
09/02/2018,308,20,3,61,842,0,0,Winter,No Holiday,Yes
09/02/2018,243,21,2.9,63,786,0,0,Winter,No Holiday,Yes
09/02/2018,263,22,2.5,66,759,0,0,Winter,No Holiday,Yes
09/02/2018,193,23,2,70,689,0,0,Winter,No Holiday,Yes
10/02/2018,197,0,1.5,71,590,0,0,Winter,No Holiday,Yes
10/02/2018,237,1,1.7,71,584,0,0,Winter,No Holiday,Yes
10/02/2018,169,2,1.9,71,584,0,0,Winter,No Holiday,Yes
10/02/2018,145,3,2,71,534,0,0,Winter,No Holiday,Yes
10/02/2018,79,4,1.9,74,514,0,0,Winter,No Holiday,Yes
10/02/2018,41,5,1.8,75,484,0,0,Winter,No Holiday,Yes
10/02/2018,48,6,1.6,78,448,0,0,Winter,No Holiday,Yes
10/02/2018,97,7,1.6,81,393,0,0,Winter,No Holiday,Yes
10/02/2018,188,8,1.6,82,349,0,0,Winter,No Holiday,Yes
10/02/2018,222,9,1.6,78,260,0,0,Winter,No Holiday,Yes
10/02/2018,223,10,1.8,73,270,0,0,Winter,No Holiday,Yes
10/02/2018,235,11,2.6,62,294,0,0,Winter,No Holiday,Yes
10/02/2018,248,12,2.9,53,354,0,0,Winter,No Holiday,Yes
10/02/2018,296,13,2.8,31,967,0,0,Winter,No Holiday,Yes
10/02/2018,286,14,2.2,24,1700,0,0,Winter,No Holiday,Yes
10/02/2018,277,15,2,20,1942,0,0,Winter,No Holiday,Yes
10/02/2018,291,16,0.3,17,2000,0,0,Winter,No Holiday,Yes
10/02/2018,277,17,-0.9,19,2000,0,0,Winter,No Holiday,Yes
10/02/2018,216,18,-2,15,2000,0,0,Winter,No Holiday,Yes
10/02/2018,151,19,-3.1,14,2000,0,0,Winter,No Holiday,Yes
10/02/2018,132,20,-4.4,19,2000,0,0,Winter,No Holiday,Yes
10/02/2018,124,21,-5.6,28,2000,0,0,Winter,No Holiday,Yes
10/02/2018,128,22,-6.2,32,2000,0,0,Winter,No Holiday,Yes
10/02/2018,118,23,-6.7,35,2000,0,0,Winter,No Holiday,Yes
11/02/2018,112,0,-6.9,36,2000,0,0,Winter,No Holiday,Yes
11/02/2018,95,1,-7,38,2000,0,0,Winter,No Holiday,Yes
11/02/2018,93,2,-7,42,2000,0,0,Winter,No Holiday,Yes
11/02/2018,58,3,-7.2,43,2000,0,0,Winter,No Holiday,Yes
11/02/2018,34,4,-7.5,42,1998,0,0,Winter,No Holiday,Yes
11/02/2018,19,5,-7.8,39,2000,0,0,Winter,No Holiday,Yes
11/02/2018,39,6,-8.4,33,1963,0,0,Winter,No Holiday,Yes
11/02/2018,40,7,-9.2,34,1945,0,0,Winter,No Holiday,Yes
11/02/2018,81,8,-9.4,29,1967,0,0,Winter,No Holiday,Yes
11/02/2018,126,9,-8.6,28,1786,0,0,Winter,No Holiday,Yes
11/02/2018,130,10,-6.9,21,1827,0,0,Winter,No Holiday,Yes
11/02/2018,155,11,-5,25,1853,0,0,Winter,No Holiday,Yes
11/02/2018,174,12,-3.9,28,1921,0,0,Winter,No Holiday,Yes
11/02/2018,212,13,-2.4,28,1953,0,0,Winter,No Holiday,Yes
11/02/2018,191,14,-2.2,29,1983,0,0,Winter,No Holiday,Yes
11/02/2018,181,15,-2.6,31,1987,0,0,Winter,No Holiday,Yes
11/02/2018,175,16,-3.6,36,2000,0,0,Winter,No Holiday,Yes
11/02/2018,198,17,-4.2,47,2000,0,0,Winter,No Holiday,Yes
11/02/2018,150,18,-4.6,56,2000,0,0,Winter,No Holiday,Yes
11/02/2018,147,19,-5.2,66,2000,0,0,Winter,No Holiday,Yes
11/02/2018,127,20,-5.7,67,2000,0,0,Winter,No Holiday,Yes
11/02/2018,119,21,-5.6,69,1984,0,0,Winter,No Holiday,Yes
11/02/2018,103,22,-5.8,57,1980,0,0,Winter,No Holiday,Yes
11/02/2018,91,23,-7,49,1984,0,0,Winter,No Holiday,Yes
12/02/2018,103,0,-7.7,52,1982,0,0,Winter,No Holiday,Yes
12/02/2018,69,1,-7.9,52,1961,0,0,Winter,No Holiday,Yes
12/02/2018,45,2,-8.3,49,2000,0,0,Winter,No Holiday,Yes
12/02/2018,21,3,-8.5,35,2000,0,0,Winter,No Holiday,Yes
12/02/2018,33,4,-8.6,31,2000,0,0,Winter,No Holiday,Yes
12/02/2018,30,5,-9.2,37,2000,0,0,Winter,No Holiday,Yes
12/02/2018,109,6,-9.5,36,2000,0,0,Winter,No Holiday,Yes
12/02/2018,236,7,-9.5,35,2000,0,0,Winter,No Holiday,Yes
12/02/2018,517,8,-9.1,33,1998,0,0,Winter,No Holiday,Yes
12/02/2018,262,9,-8.4,28,1947,0,0,Winter,No Holiday,Yes
12/02/2018,161,10,-6.7,23,1938,0,0,Winter,No Holiday,Yes
12/02/2018,190,11,-6.1,25,1976,0,0,Winter,No Holiday,Yes
12/02/2018,202,12,-4.6,32,1874,0,0,Winter,No Holiday,Yes
12/02/2018,246,13,-2.7,29,1961,0,0,Winter,No Holiday,Yes
12/02/2018,182,14,-2.4,30,1824,0,0,Winter,No Holiday,Yes
12/02/2018,228,15,-2.1,30,1933,0,0,Winter,No Holiday,Yes
12/02/2018,239,16,-2.4,33,1815,0,0,Winter,No Holiday,Yes
12/02/2018,288,17,-3.1,36,1988,0,0,Winter,No Holiday,Yes
12/02/2018,475,18,-4.4,46,2000,0,0,Winter,No Holiday,Yes
12/02/2018,340,19,-4.9,52,2000,0,0,Winter,No Holiday,Yes
12/02/2018,244,20,-4.7,55,2000,0,0,Winter,No Holiday,Yes
12/02/2018,253,21,-4.3,59,1239,0,0,Winter,No Holiday,Yes
12/02/2018,200,22,-4.2,57,2000,0,0,Winter,No Holiday,Yes
12/02/2018,140,23,-4.4,58,2000,0,0,Winter,No Holiday,Yes
13/02/2018,158,0,-5,60,1995,0,0,Winter,No Holiday,Yes
13/02/2018,146,1,-5.5,60,1994,0,0,Winter,No Holiday,Yes
13/02/2018,106,2,-6,58,2000,0,0,Winter,No Holiday,Yes
